41, 3, 42, 0, 0
42, 3, 33, 0, 1
33, 1, 52, 0, 3
52, 3, 53, 0, 3
53, 1, 64, 0, 5
64, 3, 64, 0, 3
64, 3, 66, 0, 5
66, 3, 66, 0, 3
66, 3, 58, 0, 1
58, 1, 77, 0, 3
77, 3, 79, 0, 5
79, 1, 99, 0, 2
41, 3, 42, 0, 0
42, 3, 42, 0, 3
42, 3, 44, 0, 5
44, 1, 64, 0, 2
64, 3, 65, 0, 2
65, 3, 57, 0, 4
57, 1, 56, 0, 1
56, 1, 77, 0, 4
77, 3, 76, 0, 3
76, 3, 79, 0, 4
79, 1, 78, 0, 1
78, 1, 98, 0, 5
98, 3, 98, 10, 5
41, 3, 41, 0, 3
41, 3, 42, 0, 3
42, 3, 45, 0, 4
45, 1, 64, 0, 2
64, 3, 56, 0, 4
56, 1, 55, 0, 1
55, 1, 74, 0, 3
74, 3, 77, 0, 4
77, 3, 67, 0, 1
67, 3, 79, 0, 4
79, 1, 87, 0, 3
87, 3, 99, 0, 2
41, 3, 32, 0, 1
32, 1, 42, 0, 1
42, 3, 63, 0, 2
63, 3, 53, 0, 3
53, 1, 74, 0, 2
74, 3, 64, 0, 3
64, 3, 65, 0, 3
65, 3, 77, 0, 2
77, 3, 67, 0, 3
67, 3, 68, 0, 3
68, 1, 89, 0, 2
89, 1, 79, 0, 1
79, 1, 79, 10, 1
41, 3, 41, 0, 3
41, 3, 42, 0, 3
42, 3, 34, 0, 1
34, 1, 54, 0, 5
54, 1, 54, 0, 1
54, 1, 74, 0, 5
74, 3, 75, 0, 0
75, 3, 66, 0, 1
66, 3, 87, 0, 2
87, 3, 78, 0, 5
78, 1, 98, 0, 2
98, 3, 99, 0, 2
41, 3, 32, 0, 1
32, 1, 52, 0, 5
52, 3, 63, 0, 2
63, 3, 44, 0, 1
44, 1, 74, 0, 2
74, 3, 64, 0, 3
64, 3, 65, 0, 3
65, 3, 68, 0, 4
68, 1, 78, 0, 4
78, 1, 97, 0, 2
97, 3, 78, 0, 1
78, 1, 98, 0, 5
98, 3, 98, 10, 5
41, 3, 52, 0, 2
52, 3, 42, 0, 3
42, 3, 43, 0, 3
43, 1, 53, 0, 3
53, 1, 54, 0, 1
54, 1, 74, 0, 5
74, 3, 75, 0, 0
75, 3, 86, 0, 2
86, 1, 96, 0, 2
96, 3, 87, 0, 5
87, 3, 89, 0, 4
89, 1, 97, 0, 3
97, 3, 97, 10, 3
41, 3, 52, 0, 2
52, 3, 53, 0, 2
53, 1, 52, 0, 3
52, 3, 54, 0, 5
54, 1, 65, 0, 4
65, 3, 66, 0, 4
66, 3, 65, 0, 3
65, 3, 68, 0, 4
68, 1, 78, 0, 4
78, 1, 97, 0, 2
97, 3, 78, 0, 1
78, 1, 99, 0, 4
41, 3, 41, 0, 3
41, 3, 53, 0, 2
53, 1, 63, 0, 2
63, 3, 64, 0, 2
64, 3, 56, 0, 4
56, 1, 64, 0, 3
64, 3, 76, 0, 2
76, 3, 66, 0, 3
66, 3, 68, 0, 5
68, 1, 88, 0, 2
88, 1, 88, 0, 5
88, 1, 97, 0, 3
97, 3, 97, 10, 3
41, 3, 32, 0, 1
32, 1, 52, 0, 5
52, 3, 52, 0, 3
52, 3, 53, 0, 3
