-0.571, 0.000, 2, -0.560, -0.009, -1.0, 3
-0.560, -0.009, 0, -0.574, 0.006, -1.0, 2
-0.574, 0.006, 2, -0.557, -0.008, -1.0, 3
-0.557, -0.008, 0, -0.581, 0.016, -1.0, 4
-0.581, 0.016, 2, -0.543, -0.017, -1.0, 5
-0.543, -0.017, 0, -0.586, 0.027, -1.0, 6
-0.586, 0.027, 2, -0.557, 0.004, -1.0, 1
-0.557, 0.004, 2, -0.568, 0.020, -1.0, 4
-0.568, 0.020, 2, -0.528, -0.014, -1.0, 5
-0.528, -0.014, 0, -0.533, -0.005, -1.0, 3
-0.533, -0.005, 0, -0.544, 0.009, -1.0, 2
-0.544, 0.009, 2, -0.533, 0.006, -1.0, 1
-0.533, 0.006, 2, -0.552, 0.031, -1.0, 6
-0.552, 0.031, 2, -0.510, -0.003, -1.0, 3
-0.510, -0.003, 0, -0.504, -0.004, -1.0, 3
-0.504, -0.004, 0, -0.509, 0.005, -1.0, 0
-0.509, 0.005, 2, -0.527, 0.031, -1.0, 6
-0.527, 0.031, 2, -0.486, -0.003, -1.0, 3
-0.486, -0.003, 0, -0.470, -0.014, -1.0, 5
-0.470, -0.014, 0, -0.465, -0.016, -1.0, 5
-0.465, -0.016, 0, -0.481, 0.004, -1.0, 1
-0.481, 0.004, 2, -0.503, 0.029, -1.0, 6
-0.503, 0.029, 2, -0.499, 0.030, -1.0, 6
-0.499, 0.030, 2, -0.474, 0.010, -1.0, 2
-0.474, 0.010, 2, -0.478, 0.021, -1.0, 4
-0.478, 0.021, 2, -0.437, -0.014, -1.0, 5
-0.437, -0.014, 0, -0.442, -0.005, -1.0, 3
-0.442, -0.005, 0, -0.474, 0.028, -1.0, 6
-0.474, 0.028, 2, -0.450, 0.009, -1.0, 2
-0.450, 0.009, 2, -0.440, 0.005, -1.0, 1
-0.440, 0.005, 2, -0.441, 0.009, -1.0, 2
-0.441, 0.009, 2, -0.421, -0.005, -1.0, 3
-0.421, -0.005, 0, -0.408, -0.017, -1.0, 5
-0.408, -0.017, 0, -0.426, 0.002, -1.0, 1
-0.426, 0.002, 2, -0.425, 0.002, -1.0, 0
-0.425, 0.002, 2, -0.422, 0.003, -1.0, 1
-0.422, 0.003, 2, -0.446, 0.027, -1.0, 6
-0.446, 0.027, 2, -0.443, 0.028, -1.0, 6
-0.443, 0.028, 2, -0.406, -0.007, -1.0, 3
-0.406, -0.007, 0, -0.415, 0.001, -1.0, 0
-0.415, 0.001, 2, -0.412, 0.002, -1.0, 1
-0.412, 0.002, 2, -0.392, -0.019, -1.0, 5
-0.392, -0.019, 0, -0.438, 0.025, -1.0, 6
-0.438, 0.025, 2, -0.393, -0.020, -1.0, 5
-0.393, -0.020, 0, -0.430, 0.013, -1.0, 4
-0.430, 0.013, 2, -0.442, 0.023, -1.0, 6
-0.442, 0.023, 2, -0.444, 0.023, -1.0, 6
-0.444, 0.023, 2, -0.400, -0.021, -1.0, 5
-0.400, -0.021, 0, -0.413, -0.013, -1.0, 3
-0.413, -0.013, 0, -0.428, -0.005, -1.0, 0
-0.428, -0.005, 0, -0.434, -0.006, -1.0, 1
-0.434, -0.006, 0, -0.442, -0.007, -1.0, 1
-0.442, -0.007, 0, -0.433, -0.030, -1.0, 5
-0.433, -0.030, 0, -0.465, -0.011, -1.0, 0
-0.465, -0.011, 0, -0.477, -0.012, -1.0, 1
-0.477, -0.012, 0, -0.492, -0.014, -1.0, 0
-0.492, -0.014, 0, -0.487, -0.035, -1.0, 5
-0.487, -0.035, 0, -0.504, -0.037, -1.0, 5
-0.504, -0.037, 0, -0.557, -0.003, -1.0, 4
-0.557, -0.003, 1, -0.574, -0.002, -1.0, 4
-0.574, -0.002, 2, -0.574, -0.015, -1.0, 1
-0.574, -0.015, 0, -0.607, -0.002, -1.0, 4
-0.607, -0.002, 2, -0.607, -0.015, -1.0, 0
-0.607, -0.015, 0, -0.628, -0.011, -1.0, 2
-0.628, -0.011, 0, -0.664, 0.009, -1.0, 6
-0.664, 0.009, 2, -0.678, 0.011, -1.0, 6
-0.678, 0.011, 2, -0.655, -0.022, -1.0, 3
