-0.540, 0.000, 2, -0.529, -0.009, -1.0, 3
-0.529, -0.009, 0, -0.529, -0.010, -1.0, 3
-0.529, -0.010, 0, -0.564, 0.024, -1.0, 6
-0.564, 0.024, 2, -0.519, -0.020, -1.0, 5
-0.519, -0.020, 0, -0.529, -0.010, -1.0, 3
-0.529, -0.010, 0, -0.521, -0.021, -1.0, 5
-0.521, -0.021, 0, -0.543, -0.002, -1.0, 0
-0.543, -0.002, 2, -0.534, -0.011, -1.0, 3
-0.534, -0.011, 0, -0.546, -0.002, -1.0, 0
-0.546, -0.002, 2, -0.571, 0.024, -1.0, 6
-0.571, 0.024, 2, -0.526, -0.020, -1.0, 5
-0.526, -0.020, 0, -0.545, 0.001, -1.0, 1
-0.545, 0.001, 2, -0.535, -0.009, -1.0, 3
-0.535, -0.009, 0, -0.551, 0.005, -1.0, 2
-0.551, 0.005, 2, -0.559, 0.016, -1.0, 4
-0.559, 0.016, 2, -0.547, 0.007, -1.0, 2
-0.547, 0.007, 2, -0.519, -0.017, -1.0, 5
-0.519, -0.017, 0, -0.551, 0.018, -1.0, 4
-0.551, 0.018, 2, -0.548, 0.019, -1.0, 4
-0.548, 0.019, 2, -0.543, 0.020, -1.0, 4
-0.543, 0.020, 2, -0.502, -0.014, -1.0, 5
-0.502, -0.014, 0, -0.516, 0.006, -1.0, 1
-0.516, 0.006, 2, -0.517, 0.011, -1.0, 2
-0.517, 0.011, 1, -0.521, 0.021, -1.0, 4
-0.521, 0.021, 2, -0.480, -0.014, -1.0, 5
-0.480, -0.014, 0, -0.484, -0.005, -1.0, 3
-0.484, -0.005, 0, -0.489, 0.005, -1.0, 1
-0.489, 0.005, 2, -0.511, 0.030, -1.0, 6
-0.511, 0.030, 2, -0.460, -0.014, -1.0, 5
-0.460, -0.014, 0, -0.481, 0.009, -1.0, 2
-0.481, 0.009, 2, -0.470, 0.006, -1.0, 1
-0.470, 0.006, 2, -0.471, 0.010, -1.0, 2
-0.471, 0.010, 2, -0.440, -0.014, -1.0, 5
-0.440, -0.014, 0, -0.480, 0.030, -1.0, 6
-0.480, 0.030, 2, -0.475, 0.030, -1.0, 6
-0.475, 0.030, 2, -0.470, 0.030, -1.0, 6
-0.470, 0.030, 2, -0.444, 0.011, -1.0, 2
-0.444, 0.011, 2, -0.457, 0.031, -1.0, 6
-0.457, 0.031, 2, -0.425, 0.008, -1.0, 1
-0.425, 0.008, 2, -0.399, -0.013, -1.0, 5
-0.399, -0.013, 0, -0.404, -0.005, -1.0, 3
-0.404, -0.005, 0, -0.391, -0.017, -1.0, 5
-0.391, -0.017, 0, -0.408, 0.002, -1.0, 1
-0.408, 0.002, 2, -0.423, 0.017, -1.0, 4
-0.423, 0.017, 2, -0.396, -0.008, -1.0, 3
-0.396, -0.008, 0, -0.411, 0.005, -1.0, 2
-0.411, 0.005, 2, -0.386, -0.020, -1.0, 5
-0.386, -0.020, 0, -0.398, -0.012, -1.0, 3
-0.398, -0.012, 0, -0.391, -0.024, -1.0, 5
-0.391, -0.024, 0, -0.407, -0.016, -1.0, 3
-0.407, -0.016, 0, -0.439, 0.008, -1.0, 4
-0.439, 0.008, 2, -0.436, -0.002, -1.0, 2
-0.436, -0.002, 2, -0.443, -0.002, -1.0, 2
-0.443, -0.002, 2, -0.469, 0.019, -1.0, 6
-0.469, 0.019, 2, -0.430, -0.026, -1.0, 5
-0.430, -0.026, 0, -0.457, -0.006, -1.0, 1
-0.457, -0.006, 0, -0.447, -0.029, -1.0, 5
-0.447, -0.029, 0, -0.457, -0.030, -1.0, 5
-0.457, -0.030, 0, -0.494, -0.007, -1.0, 2
-0.494, -0.007, 0, -0.517, 0.002, -1.0, 4
-0.517, 0.002, 2, -0.539, 0.013, -1.0, 6
-0.539, 0.013, 2, -0.540, 0.004, -1.0, 4
-0.540, 0.004, 2, -0.541, -0.005, -1.0, 2
-0.541, -0.005, 0, -0.552, -0.006, -1.0, 2
-0.552, -0.006, 0, -0.549, -0.022, -1.0, 3
-0.549, -0.022, 0, -0.551, -0.033, -1.0, 5
-0.551, -0.033, 0, -0.600, 0.002, -1.0, 4
-0.600, 0.002, 2, -0.596, -0.011, -1.0, 1
-0.596, -0.011, 0, -0.599, -0.022, -1.0, 3
-0.599, -0.022, 0, -0.612, -0.023, -1.0, 3
-0.612, -0.023, 0, -0.640, -0.008, -1.0, 2
-0.640, -0.008, 0, -0.638, -0.023, -1.0, 3
-0.638, -0.023, 0, -0.676, 0.002, -1.0, 4
-0.676, 0.002, 1, -0.698, 0.013, -1.0, 6
-0.698, 0.013, 2, -0.683, -0.009, -1.0, 1
-0.683, -0.009, 0, -0.709, 0.005, -1.0, 4
-0.709, 0.005, 2, -0.691, -0.018, -1.0, 3
-0.691, -0.018, 0, -0.714, -0.003, -1.0, 2
-0.714, -0.003, 1, -0.730, 0.009, -1.0, 4
-0.730, 0.009, 2, -0.718, -0.003, -1.0, 1
-0.718, -0.003, 1, -0.746, 0.023, -1.0, 6
-0.746, 0.023, 2, -0.711, -0.010, -1.0, 3
-0.711, -0.010, 0, -0.726, 0.005, -1.0, 2
-0.726, 0.005, 2, -0.733, 0.018, -1.0, 4
-0.733, 0.018, 2, -0.693, -0.015, -1.0, 5
-0.693, -0.015, 0, -0.733, 0.030, -1.0, 6
-0.733, 0.030, 2, -0.705, 0.013, -1.0, 2
-0.705, 0.013, 2, -0.705, 0.025, -1.0, 4
-0.705, 0.025, 2, -0.658, -0.008, -1.0, 5
-0.658, -0.008, 0, -0.646, -0.008, -1.0, 5
-0.646, -0.008, 0, -0.658, 0.017, -1.0, 2
-0.658, 0.017, 2, -0.644, 0.019, -1.0, 2
-0.644, 0.019, 2, -0.622, 0.017, -1.0, 1
-0.622, 0.017, 2, -0.585, -0.002, -1.0, 5
-0.585, -0.002, 1, -0.611, 0.044, -1.0, 6
-0.611, 0.044, 2, -0.556, 0.010, -1.0, 3
-0.556, 0.010, 2, -0.525, 0.001, -1.0, 5
-0.525, 0.001, 2, -0.548, 0.047, -1.0, 6
-0.548, 0.047, 2, -0.524, 0.048, -1.0, 6
-0.524, 0.048, 2, -0.474, 0.025, -1.0, 1
-0.474, 0.025, 2, -0.465, 0.040, -1.0, 4
-0.465, 0.040, 2, -0.424, 0.026, -1.0, 1
-0.424, 0.026, 2, -0.414, 0.041, -1.0, 4
-0.414, 0.041, 2, -0.398, 0.051, -1.0, 6
-0.398, 0.051, 2, -0.347, 0.027, -1.0, 1
-0.347, 0.027, 2, -0.312, 0.015, -1.0, 3
-0.312, 0.015, 1, -0.288, 0.014, -1.0, 3
-0.288, 0.014, 1, -0.291, 0.037, -1.0, 4
-0.291, 0.037, 2, -0.259, 0.027, -1.0, 2
-0.259, 0.027, 2, -0.258, 0.046, -1.0, 6
-0.258, 0.046, 2, -0.229, 0.035, -1.0, 4
-0.229, 0.035, 2, -0.210, 0.034, -1.0, 4
-0.210, 0.034, 0, -0.178, 0.017, -1.0, 1
-0.178, 0.017, 0, -0.181, 0.028, -1.0, 4
-0.181, 0.028, 0, -0.171, 0.025, -1.0, 4
-0.171, 0.025, 0, -0.175, 0.031, -1.0, 6
-0.175, 0.031, 2, -0.160, 0.020, -1.0, 4
-0.160, 0.020, 0, -0.133, -0.008, -1.0, 3
-0.133, -0.008, 0, -0.125, -0.021, -1.0, 5
-0.125, -0.021, 0, -0.165, 0.010, -1.0, 4
-0.165, 0.010, 0, -0.157, -0.007, -1.0, 1
-0.157, -0.007, 0, -0.194, 0.014, -1.0, 6
-0.194, 0.014, 0, -0.163, -0.034, -1.0, 5
-0.163, -0.034, 0, -0.216, -0.003, -1.0, 4
-0.216, -0.003, 0, -0.220, -0.020, -1.0, 1
-0.220, -0.020, 0, -0.235, -0.034, -1.0, 3
-0.235, -0.034, 0, -0.251, -0.046, -1.0, 5
-0.251, -0.046, 0, -0.306, -0.024, -1.0, 2
-0.306, -0.024, 0, -0.331, -0.031, -1.0, 1
-0.331, -0.031, 0, -0.381, -0.019, -1.0, 4
-0.381, -0.019, 0, -0.428, -0.011, -1.0, 6
-0.428, -0.011, 0, -0.421, -0.058, -1.0, 5
-0.421, -0.058, 0, -0.505, -0.015, -1.0, 6
-0.505, -0.015, 0, -0.520, -0.040, -1.0, 1
-0.520, -0.040, 0, -0.553, -0.052, -1.0, 3
-0.553, -0.052, 0, -0.621, -0.028, -1.0, 4
-0.621, -0.028, 0, -0.648, -0.042, -1.0, 1
-0.648, -0.042, 0, -0.698, -0.038, -1.0, 2
-0.698, -0.038, 0, -0.726, -0.053, -1.0, 3
-0.726, -0.053, 2, -0.775, -0.040, -1.0, 1
-0.775, -0.040, 0, -0.841, -0.015, -1.0, 6
-0.841, -0.015, 0, -0.835, -0.059, -1.0, 5
-0.835, -0.059, 1, -0.896, -0.032, -1.0, 2
