41, 3, 42, 0, 0
42, 3, 43, 0, 0
43, 3, 44, 0, 0
44, 3, 45, 0, 0
45, 1, 55, 0, 0
55, 1, 65, 0, 0
65, 3, 66, 0, 0
66, 3, 67, 0, 0
67, 1, 77, 0, 0
77, 1, 87, 0, 0
87, 3, 88, 0, 0
88, 1, 99, 0, 4
41, 3, 42, 0, 0
42, 3, 43, 0, 0
43, 3, 44, 0, 0
44, 3, 45, 0, 0
45, 1, 55, 0, 0
55, 1, 65, 0, 0
65, 3, 66, 0, 0
66, 3, 67, 0, 0
67, 1, 77, 0, 0
77, 1, 87, 0, 0
87, 3, 88, 0, 0
88, 1, 99, 0, 4
41, 3, 42, 0, 0
42, 3, 43, 0, 0
43, 3, 44, 0, 0
44, 3, 45, 0, 0
45, 1, 55, 0, 0
55, 1, 65, 0, 0
65, 3, 66, 0, 0
66, 3, 67, 0, 0
67, 1, 77, 0, 0
77, 1, 87, 0, 0
87, 3, 88, 0, 0
88, 1, 99, 0, 4
41, 3, 42, 0, 0
42, 3, 43, 0, 0
43, 3, 44, 0, 0
44, 3, 45, 0, 0
45, 1, 55, 0, 0
55, 1, 65, 0, 0
65, 3, 66, 0, 0
66, 3, 67, 0, 0
67, 1, 77, 0, 0
77, 1, 87, 0, 0
87, 3, 88, 0, 0
88, 1, 97, 0, 1
97, 3, 97, 10, 1
41, 3, 42, 0, 0
42, 3, 43, 0, 0
43, 3, 44, 0, 0
44, 3, 45, 0, 0
45, 1, 55, 0, 0
55, 1, 65, 0, 0
65, 3, 66, 0, 0
66, 3, 67, 0, 0
67, 1, 77, 0, 0
77, 1, 87, 0, 0
87, 3, 88, 0, 0
88, 1, 97, 0, 1
97, 3, 97, 10, 1
41, 3, 42, 0, 0
42, 3, 43, 0, 0
43, 3, 44, 0, 0
44, 3, 45, 0, 0
45, 1, 55, 0, 0
55, 1, 65, 0, 0
65, 3, 66, 0, 0
66, 3, 67, 0, 0
67, 1, 77, 0, 0
77, 1, 87, 0, 0
87, 3, 88, 0, 0
88, 1, 97, 0, 1
97, 3, 97, 10, 1
41, 3, 42, 0, 0
42, 3, 43, 0, 0
43, 3, 44, 0, 0
44, 3, 45, 0, 0
45, 1, 55, 0, 0
