41, 1, 51, 0
51, 3, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 3, 56, 0
56, 3, 57, 0
57, 3, 58, 0
58, 1, 68, 0
68, 1, 78, 0
78, 1, 88, 0
88, 3, 89, 0
89, 1, 89, 10
41, 1, 51, 0
51, 3, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 3, 56, 0
56, 3, 57, 0
57, 3, 58, 0
58, 1, 68, 0
68, 1, 78, 0
78, 1, 88, 0
88, 3, 89, 0
89, 1, 89, 10
41, 1, 51, 0
51, 3, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 3, 56, 0
56, 3, 57, 0
57, 3, 58, 0
58, 1, 68, 0
68, 1, 78, 0
78, 1, 88, 0
88, 3, 89, 0
89, 1, 89, 10
41, 1, 51, 0
51, 3, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 3, 56, 0
56, 3, 57, 0
57, 3, 58, 0
58, 1, 68, 0
68, 1, 78, 0
78, 1, 88, 0
88, 3, 89, 0
89, 1, 89, 10
41, 1, 51, 0
51, 3, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 3, 56, 0
56, 3, 57, 0
57, 3, 58, 0
58, 1, 68, 0
68, 1, 78, 0
78, 1, 88, 0
88, 3, 89, 0
89, 1, 89, 10
41, 1, 51, 0
51, 3, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 3, 56, 0
56, 3, 57, 0
57, 3, 58, 0
58, 1, 68, 0
68, 1, 78, 0
78, 1, 88, 0
88, 3, 89, 0
89, 1, 89, 10
41, 1, 51, 0
51, 3, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 3, 56, 0
56, 3, 57, 0
57, 3, 58, 0
58, 1, 68, 0
68, 1, 78, 0
78, 1, 88, 0
88, 3, 89, 0
89, 1, 89, 10
41, 1, 51, 0
51, 3, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 3, 56, 0
56, 3, 57, 0
57, 3, 58, 0
58, 1, 68, 0
68, 1, 78, 0
78, 1, 88, 0
88, 3, 89, 0
89, 1, 89, 10
41, 1, 51, 0
51, 3, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 3, 56, 0
56, 3, 57, 0
57, 3, 58, 0
58, 1, 68, 0
68, 1, 78, 0
78, 1, 88, 0
88, 3, 89, 0
89, 1, 89, 10
41, 1, 51, 0
51, 3, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 3, 56, 0
56, 3, 57, 0
57, 3, 58, 0
58, 1, 68, 0
68, 1, 78, 0
78, 1, 88, 0
88, 3, 89, 0
89, 1, 89, 10
41, 1, 51, 0
51, 3, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 3, 56, 0
56, 3, 57, 0
57, 3, 58, 0
58, 1, 68, 0
68, 1, 78, 0
78, 1, 88, 0
88, 3, 89, 0
89, 1, 89, 10
41, 1, 51, 0
51, 3, 52, 0
52, 3, 53, 0
53, 3, 54, 0
54, 3, 55, 0
55, 3, 56, 0
56, 3, 57, 0
57, 3, 58, 0
58, 1, 68, 0
68, 1, 78, 0
78, 1, 88, 0
