41, 1, 52, 0, 3
52, 1, 60, 0, 1
60, 3, 62, 0, 5
62, 3, 63, 0, 0
63, 3, 64, 0, 0
64, 3, 66, 0, 3
66, 3, 67, 0, 3
67, 3, 57, 0, 2
57, 1, 78, 0, 3
78, 1, 86, 0, 1
86, 3, 98, 0, 4
98, 3, 99, 0, 4
41, 1, 41, 0, 2
41, 1, 61, 0, 5
61, 3, 61, 0, 1
61, 3, 62, 0, 1
62, 3, 63, 0, 1
63, 3, 66, 0, 3
66, 3, 56, 0, 2
56, 1, 75, 0, 1
75, 0, 66, 0, 5
66, 3, 68, 0, 3
68, 3, 67, 0, 1
67, 3, 69, 0, 5
69, 1, 79, 0, 0
79, 1, 79, 0, 2
79, 1, 79, 10, 2
41, 1, 52, 0, 3
52, 1, 61, 0, 5
61, 3, 62, 0, 0
62, 3, 53, 0, 2
53, 1, 83, 0, 4
83, 0, 62, 0, 1
62, 3, 63, 0, 1
63, 3, 65, 0, 5
65, 3, 56, 0, 2
56, 1, 66, 0, 2
66, 3, 77, 0, 5
77, 3, 79, 0, 3
79, 1, 88, 0, 5
88, 3, 89, 0, 3
89, 1, 89, 10, 3
41, 1, 61, 0, 4
61, 3, 53, 0, 3
53, 1, 63, 0, 3
63, 3, 62, 0, 1
62, 3, 74, 0, 4
74, 3, 75, 0, 4
75, 0, 56, 0, 3
56, 1, 66, 0, 3
66, 3, 66, 0, 5
66, 3, 68, 0, 3
68, 3, 68, 0, 5
68, 3, 69, 0, 3
69, 1, 89, 0, 4
89, 1, 88, 0, 1
88, 3, 88, 0, 1
88, 3, 89, 0, 5
89, 1, 89, 10, 5
41, 1, 52, 0, 3
52, 1, 51, 0, 2
51, 1, 61, 0, 2
61, 3, 73, 0, 3
73, 0, 61, 0, 1
61, 3, 63, 0, 5
63, 3, 74, 0, 4
74, 3, 75, 0, 4
75, 0, 45, 0, 2
45, 1, 64, 0, 1
64, 3, 65, 0, 1
65, 3, 66, 0, 1
66, 3, 78, 0, 4
78, 1, 77, 0, 1
77, 3, 69, 0, 2
69, 1, 88, 0, 1
88, 3, 89, 0, 3
89, 1, 89, 10, 3
41, 1, 50, 0, 1
50, 3, 53, 0, 3
53, 1, 72, 0, 4
72, 0, 51, 0, 1
51, 1, 52, 0, 2
52, 1, 82, 0, 4
82, 0, 63, 0, 3
63, 3, 63, 0, 5
63, 3, 65, 0, 3
65, 3, 75, 0, 4
75, 0, 55, 0, 5
55, 1, 75, 0, 4
75, 0, 65, 0, 4
65, 3, 56, 0, 5
56, 1, 65, 0, 1
65, 3, 68, 0, 3
68, 3, 69, 0, 3
69, 1, 68, 0, 2
68, 3, 89, 0, 4
89, 1, 99, 0, 4
41, 1, 41, 0, 2
41, 1, 51, 0, 2
51, 1, 72, 0, 3
72, 0, 61, 0, 5
61, 3, 52, 0, 2
52, 1, 82, 0, 4
82, 0, 63, 0, 3
63, 3, 53, 0, 2
53, 1, 74, 0, 3
74, 3, 64, 0, 2
64, 3, 65, 0, 2
65, 3, 75, 0, 1
75, 0, 56, 0, 2
56, 1, 86, 0, 4
86, 3, 78, 0, 3
78, 1, 87, 0, 5
87, 3, 78, 0, 2
78, 1, 98, 0, 4
98, 3, 98, 10, 4
41, 1, 61, 0, 4
61, 3, 42, 0, 2
42, 1, 72, 0, 4
72, 0, 42, 0, 2
42, 1, 52, 0, 2
52, 1, 82, 0, 4
82, 0, 72, 0, 4
72, 0, 42, 0, 2
42, 1, 72, 0, 4
72, 0, 52, 0, 5
52, 1, 63, 0, 3
63, 3, 63, 0, 5
63, 3, 64, 0, 0
64, 3, 66, 0, 3
66, 3, 56, 0, 2
56, 1, 77, 0, 3
77, 3, 67, 0, 2
67, 3, 77, 0, 1
77, 3, 89, 0, 4
89, 1, 79, 0, 2
79, 1, 79, 10, 2
41, 1, 50, 0, 1
50, 3, 62, 0, 4
62, 3, 52, 0, 1
52, 1, 64, 0, 3
64, 3, 54, 0, 2
54, 1, 84, 0, 4
84, 3, 74, 0, 1
74, 3, 77, 0, 3
77, 3, 76, 0, 1
76, 3, 88, 0, 4
88, 3, 79, 0, 3
79, 1, 99, 0, 4
