-0.522, 0.000, 2, -0.521, 0.001, -1.0, 0
-0.521, 0.001, 2, -0.519, 0.002, -1.0, 0
-0.519, 0.002, 1, -0.517, 0.002, -1.0, 0
-0.517, 0.002, 1, -0.515, 0.002, -1.0, 0
-0.515, 0.002, 2, -0.512, 0.003, -1.0, 0
-0.512, 0.003, 1, -0.509, 0.003, -1.0, 0
-0.509, 0.003, 2, -0.506, 0.004, -1.0, 0
-0.506, 0.004, 2, -0.501, 0.004, -1.0, 0
-0.501, 0.004, 2, -0.496, 0.005, -1.0, 0
-0.496, 0.005, 2, -0.490, 0.006, -1.0, 0
-0.490, 0.006, 2, -0.483, 0.007, -1.0, 0
-0.483, 0.007, 2, -0.475, 0.008, -1.0, 0
-0.475, 0.008, 2, -0.467, 0.008, -1.0, 0
-0.467, 0.008, 2, -0.458, 0.009, -1.0, 0
-0.458, 0.009, 2, -0.449, 0.009, -1.0, 0
-0.449, 0.009, 2, -0.439, 0.010, -1.0, 0
-0.439, 0.010, 0, -0.431, 0.008, -1.0, 0
-0.431, 0.008, 0, -0.425, 0.006, -1.0, 0
-0.425, 0.006, 0, -0.420, 0.005, -1.0, 0
-0.420, 0.005, 0, -0.417, 0.003, -1.0, 0
-0.417, 0.003, 0, -0.416, 0.001, -1.0, 0
-0.416, 0.001, 0, -0.417, -0.001, -1.0, 0
-0.417, -0.001, 0, -0.419, -0.002, -1.0, 0
-0.419, -0.002, 0, -0.423, -0.004, -1.0, 0
-0.423, -0.004, 0, -0.429, -0.006, -1.0, 0
-0.429, -0.006, 0, -0.437, -0.008, -1.0, 0
-0.437, -0.008, 0, -0.446, -0.009, -1.0, 0
-0.446, -0.009, 0, -0.457, -0.011, -1.0, 0
-0.457, -0.011, 0, -0.469, -0.012, -1.0, 0
-0.469, -0.012, 0, -0.483, -0.014, -1.0, 0
-0.483, -0.014, 0, -0.498, -0.015, -1.0, 0
-0.498, -0.015, 0, -0.514, -0.016, -1.0, 0
-0.514, -0.016, 0, -0.532, -0.017, -1.0, 0
-0.532, -0.017, 1, -0.549, -0.017, -1.0, 0
-0.549, -0.017, 0, -0.567, -0.018, -1.0, 0
-0.567, -0.018, 0, -0.586, -0.019, -1.0, 0
-0.586, -0.019, 0, -0.605, -0.019, -1.0, 0
-0.605, -0.019, 2, -0.623, -0.018, -1.0, 0
-0.623, -0.018, 0, -0.641, -0.018, -1.0, 0
-0.641, -0.018, 0, -0.659, -0.018, -1.0, 0
-0.659, -0.018, 0, -0.677, -0.018, -1.0, 0
-0.677, -0.018, 0, -0.695, -0.018, -1.0, 0
